job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,benefits_score,company_name,remote_category
XYZ19186,Data Scientist,137185,USD,Executive,Full Time,Canada,M,Denmark,100,"Java, Azure, PyTorch, AWS, Spark",Master,8,Telecommunications,8/14/20,9.1,AlphaByte AI,Fully Remote
XYZ19187,Data Analyst,110633,USD,Mid,Freelancer,Japan,S,France,100,"Hadoop, Docker, TensorFlow, GCP, MLOps",Bachelor,3,Technology,4/20/20,7.7,Quantum Minds,Fully Remote
XYZ19188,Robotics Engineer,162897,GBP,Mid,Freelancer,Netherlands,M,United States,100,"Tableau, Data Visualization, Deep Learning, Git, R",Master,14,Media,5/14/20,7.3,AlphaByte AI,Fully Remote
XYZ19189,AI Specialist,118627,USD,Entry_Level,Part Time,Singapore,L,Israel,50,"Spark, TensorFlow, Linux, Hadoop, Mathematics",Associate,14,Automotive,4/19/20,7.3,Visionary AI,Hybrid
XYZ19190,Data Engineer,81373,GBP,Mid,Full Time,Denmark,M,China,50,"Deep Learning, Kubernetes, MLOps, Scala, Linux",Associate,9,Healthcare,1/13/20,5.1,Quantum Minds,Hybrid
XYZ19191,Data Analyst,90373,GBP,Executive,Contract,China,S,Canada,50,"Kubernetes, Docker, Data Visualization, MLOps, Spark",Associate,10,Media,6/5/20,9.2,Visionary AI,Hybrid
XYZ19192,AI Product Manager,159059,EUR,Mid,Full Time,Australia,S,Netherlands,100,"Docker, R, Deep Learning, NLP, PyTorch",Associate,10,Real Estate,3/1/20,6.4,Visionary AI,Fully Remote
XYZ19193,Data Analyst,81380,USD,Entry_Level,Part Time,United States,S,Norway,50,"TensorFlow, Statistics, Computer Vision, Python, Tableau",Master,12,Telecommunications,1/14/20,6.1,Visionary AI,Hybrid
XYZ19194,AI Research Scientist,109440,GBP,Senior,Freelancer,Switzerland,S,France,100,"R, SQL, PyTorch, Tableau, GCP",PhD,5,Telecommunications,10/3/20,5.1,NeuralNet Inc,Fully Remote
XYZ19195,Autonomous Systems Engineer,125482,GBP,Mid,Contract,Japan,S,Netherlands,100,"NLP, Git, Computer Vision, R, Data Visualization",Bachelor,7,Technology,4/23/20,5.4,NextGen Analytics,Fully Remote
XYZ19196,Head of AI,68821,GBP,Entry_Level,Part Time,India,M,Austria,100,"Data Visualization, Kubernetes, R, Spark, Tableau",PhD,12,Government,11/16/20,5.6,NextGen Analytics,Fully Remote
XYZ19197,AI Architect,65333,EUR,Entry_Level,Full Time,Netherlands,S,Japan,100,"Scala, Docker, Deep Learning, Hadoop, Statistics",Master,1,Healthcare,11/15/20,6.2,Quantum Minds,Fully Remote
XYZ19198,Deep Learning Engineer,150986,EUR,Senior,Full Time,Israel,S,Singapore,100,"Statistics, AWS, Python, Docker, GCP",PhD,10,Consulting,3/18/20,5.6,Visionary AI,Fully Remote
XYZ19199,Machine Learning Engineer,114764,USD,Mid,Freelancer,Denmark,M,Canada,100,"Python, Deep Learning, Docker, Spark, Computer Vision",Bachelor,5,Real Estate,3/17/20,5.2,Visionary AI,Fully Remote
XYZ19200,Robotics Engineer,116945,GBP,Entry_Level,Freelancer,Finland,S,Australia,100,"Azure, Java, NLP, Hadoop, PyTorch",PhD,15,Education,10/15/20,7.5,NeuralNet Inc,Fully Remote
XYZ19201,Robotics Engineer,154432,USD,Entry_Level,Part Time,France,M,Canada,100,"Linux, Data Visualization, Hadoop, Mathematics, GCP",Bachelor,2,Automotive,7/25/20,8.7,Visionary AI,Fully Remote
XYZ19202,AI Product Manager,126068,GBP,Mid,Full Time,United Kingdom,M,Austria,0,"Deep Learning, R, Java, GCP, Git",Associate,15,Real Estate,3/19/20,5.3,Visionary AI,On-site
XYZ19203,AI Research Scientist,66574,GBP,Senior,Part Time,Austria,L,Singapore,100,"AWS, MLOps, Scala, R, Linux",Bachelor,8,Telecommunications,2/14/20,5.0,NextGen Analytics,Fully Remote
XYZ19204,Data Analyst,102995,EUR,Senior,Full Time,Austria,L,China,0,"Deep Learning, GCP, Linux, Docker, PyTorch",PhD,15,Finance,12/26/20,8.0,Visionary AI,On-site
XYZ19205,AI Specialist,105666,GBP,Mid,Contract,Finland,M,Netherlands,100,"Spark, Git, SQL, Java, Python",PhD,3,Finance,8/2/20,9.8,NeuralNet Inc,Fully Remote
XYZ19206,Data Analyst,160176,GBP,Executive,Part Time,Denmark,S,United Kingdom,50,"Python, Data Visualization, Mathematics, TensorFlow, Kubernetes",Bachelor,11,Real Estate,9/25/20,5.9,Visionary AI,Hybrid
XYZ19207,Deep Learning Engineer,133653,EUR,Senior,Part Time,Germany,L,China,100,"Docker, NLP, Hadoop, Computer Vision, AWS",Master,3,Media,11/26/20,5.6,AlphaByte AI,Fully Remote
XYZ19208,Autonomous Systems Engineer,152396,EUR,Mid,Contract,China,M,Canada,50,"Scala, Kubernetes, Azure, Mathematics, Java",Master,10,Transportation,7/16/20,8.4,AlphaByte AI,Hybrid
XYZ19209,AI Research Scientist,65708,EUR,Mid,Part Time,Austria,M,South Korea,100,"AWS, PyTorch, Scala, Python, GCP",Associate,7,Transportation,12/26/20,8.1,NextGen Analytics,Fully Remote
XYZ19210,Data Engineer,122212,EUR,Senior,Freelancer,Ireland,S,Israel,50,"Statistics, Kubernetes, Deep Learning, Java, AWS",Bachelor,3,Transportation,7/18/20,9.8,NextGen Analytics,Hybrid
XYZ19211,AI Consultant,142983,EUR,Executive,Contract,Finland,L,Canada,100,"Docker, PyTorch, Tableau, NLP, Computer Vision",PhD,3,Energy,11/1/20,7.0,Quantum Minds,Fully Remote
XYZ19212,Data Analyst,134113,GBP,Entry_Level,Freelancer,Germany,L,Netherlands,100,"Mathematics, PyTorch, Data Visualization, SQL, AWS",Master,5,Manufacturing,3/14/20,9.8,AlphaByte AI,Fully Remote
XYZ19213,AI Product Manager,90796,GBP,Mid,Contract,India,M,Austria,100,"Java, Scala, SQL, Python, R",Bachelor,11,Telecommunications,1/18/20,7.7,Quantum Minds,Fully Remote
XYZ19214,ML Ops Engineer,158938,EUR,Senior,Freelancer,South Korea,M,Canada,50,"SQL, Deep Learning, Data Visualization, Statistics, MLOps",Bachelor,2,Automotive,2/18/20,8.0,Quantum Minds,Hybrid
XYZ19215,Data Analyst,129831,EUR,Senior,Part Time,United Kingdom,L,Canada,100,"Scala, GCP, Azure, Tableau, Mathematics",Associate,7,Transportation,9/20/20,5.6,NextGen Analytics,Fully Remote
XYZ19216,Robotics Engineer,153155,USD,Mid,Part Time,Austria,S,South Korea,50,"SQL, AWS, Mathematics, Python, R",Master,4,Healthcare,3/24/20,6.5,NextGen Analytics,Hybrid
XYZ19217,Principal Data Scientist,90877,USD,Executive,Contract,Germany,S,Norway,100,"PyTorch, TensorFlow, Hadoop, SQL, Scala",Master,4,Consulting,7/9/20,8.4,NeuralNet Inc,Fully Remote
XYZ19218,AI Product Manager,91000,EUR,Executive,Freelancer,China,M,Germany,100,"Data Visualization, Hadoop, PyTorch, MLOps, Azure",Bachelor,11,Transportation,1/16/20,8.3,AlphaByte AI,Fully Remote
XYZ19219,AI Research Scientist,119230,EUR,Senior,Full Time,Denmark,M,India,100,"Java, Scala, GCP, Deep Learning, PyTorch",Associate,14,Gaming,4/20/20,6.1,Quantum Minds,Fully Remote
XYZ19220,Deep Learning Engineer,138817,GBP,Senior,Freelancer,Israel,S,Israel,100,"Statistics, TensorFlow, Java, AWS, GCP",Bachelor,3,Real Estate,4/27/20,7.3,NeuralNet Inc,Fully Remote
XYZ19221,AI Specialist,119870,USD,Mid,Contract,Norway,M,India,50,"Data Visualization, Computer Vision, Docker, Azure, GCP",Bachelor,1,Energy,9/16/20,9.2,NeuralNet Inc,Hybrid
XYZ19222,Data Scientist,155126,USD,Executive,Part Time,Switzerland,S,Norway,100,"Computer Vision, PyTorch, Deep Learning, Data Visualization, Linux",Master,7,Energy,4/20/20,6.7,AlphaByte AI,Fully Remote
XYZ19223,AI Architect,79461,EUR,Entry_Level,Contract,Denmark,M,Denmark,50,"Deep Learning, Kubernetes, Hadoop, Spark, SQL",Master,8,Energy,8/28/20,7.4,AlphaByte AI,Hybrid
XYZ19224,Data Scientist,103481,USD,Executive,Freelancer,South Korea,M,Norway,100,"NLP, Scala, Kubernetes, Deep Learning, AWS",Bachelor,6,Technology,11/27/20,7.9,AlphaByte AI,Fully Remote
XYZ19225,AI Software Engineer,148858,EUR,Executive,Contract,Sweden,M,Germany,100,"Git, PyTorch, NLP, Scala, Azure",Master,15,Energy,1/7/20,8.5,NeuralNet Inc,Fully Remote
XYZ19226,Deep Learning Engineer,161078,USD,Mid,Contract,United Kingdom,S,Norway,50,"Deep Learning, Data Visualization, Scala, Tableau, Kubernetes",Bachelor,5,Manufacturing,8/14/20,6.7,NextGen Analytics,Hybrid
XYZ19227,Robotics Engineer,85307,USD,Mid,Freelancer,Israel,L,Germany,0,"NLP, R, Data Visualization, Linux, Deep Learning",Bachelor,11,Finance,12/8/20,5.2,Visionary AI,On-site
XYZ19228,Autonomous Systems Engineer,163469,USD,Senior,Full Time,Singapore,M,Sweden,100,"Linux, AWS, R, Hadoop, Scala",Bachelor,4,Healthcare,8/5/20,9.5,Quantum Minds,Fully Remote
XYZ19229,Computer Vision Engineer,117873,GBP,Mid,Part Time,United Kingdom,S,Austria,100,"Deep Learning, R, GCP, Docker, NLP",Master,5,Retail,5/5/20,9.9,NeuralNet Inc,Fully Remote
XYZ19230,Machine Learning Engineer,135141,USD,Senior,Freelancer,India,M,Ireland,100,"Docker, Tableau, Spark, Statistics, Scala",Master,5,Automotive,11/13/20,9.4,NeuralNet Inc,Fully Remote
XYZ19231,NLP Engineer,74285,GBP,Senior,Freelancer,Switzerland,M,Denmark,100,"AWS, NLP, Tableau, Deep Learning, Kubernetes",Bachelor,11,Healthcare,3/28/20,7.8,Quantum Minds,Fully Remote
XYZ19232,Machine Learning Researcher,120753,USD,Entry_Level,Contract,Singapore,S,Norway,50,"SQL, Statistics, Spark, Scala, Computer Vision",Master,9,Automotive,5/24/20,7.2,Visionary AI,Hybrid
XYZ19233,AI Software Engineer,104905,EUR,Senior,Part Time,China,S,Austria,0,"AWS, Azure, Spark, Data Visualization, Docker",PhD,2,Education,12/28/20,6.1,NeuralNet Inc,On-site
XYZ19234,AI Consultant,71459,USD,Executive,Contract,United States,L,India,100,"Scala, Deep Learning, Hadoop, Mathematics, Java",Master,11,Automotive,1/23/20,5.0,NeuralNet Inc,Fully Remote
XYZ19235,Machine Learning Engineer,112629,EUR,Entry_Level,Full Time,United Kingdom,L,Norway,100,"TensorFlow, AWS, Java, Deep Learning, Mathematics",Associate,12,Consulting,4/25/20,8.3,Quantum Minds,Fully Remote
XYZ19236,AI Architect,149419,USD,Senior,Freelancer,Canada,M,Netherlands,100,"Statistics, Git, Deep Learning, Docker, Hadoop",Master,2,Government,12/13/20,7.7,Visionary AI,Fully Remote
XYZ19237,Principal Data Scientist,123813,EUR,Senior,Part Time,Finland,M,Sweden,0,"PyTorch, Computer Vision, AWS, GCP, Spark",Bachelor,15,Gaming,9/28/20,8.6,NextGen Analytics,On-site
XYZ19238,AI Consultant,76346,USD,Executive,Freelancer,Switzerland,S,United Kingdom,100,"Java, Deep Learning, Docker, Statistics, Python",PhD,6,Automotive,1/25/20,7.7,Quantum Minds,Fully Remote
XYZ19239,Research Scientist,84534,USD,Senior,Part Time,Singapore,M,Finland,0,"Statistics, Python, Mathematics, NLP, AWS",Master,12,Manufacturing,3/23/20,9.3,NextGen Analytics,On-site
XYZ19240,Head of AI,139347,USD,Mid,Part Time,Australia,L,Canada,100,"R, TensorFlow, Computer Vision, Scala, NLP",Master,1,Transportation,11/2/20,8.1,Visionary AI,Fully Remote
XYZ19241,AI Research Scientist,126738,GBP,Senior,Freelancer,China,S,Norway,100,"Java, Deep Learning, SQL, R, PyTorch",Master,6,Transportation,3/4/20,9.8,NeuralNet Inc,Fully Remote
XYZ19242,Data Engineer,82852,EUR,Mid,Contract,Austria,M,Netherlands,100,"NLP, PyTorch, Data Visualization, MLOps, Deep Learning",PhD,1,Manufacturing,1/7/20,6.9,AlphaByte AI,Fully Remote
XYZ19243,NLP Engineer,95924,USD,Entry_Level,Full Time,Canada,S,Ireland,100,"Hadoop, Scala, PyTorch, Git, Statistics",Master,11,Technology,5/21/20,5.4,AlphaByte AI,Fully Remote
XYZ19244,Machine Learning Engineer,86821,GBP,Mid,Part Time,Sweden,L,South Korea,100,"NLP, Azure, Python, R, Data Visualization",Associate,3,Technology,1/18/20,6.9,Visionary AI,Fully Remote
XYZ19245,Principal Data Scientist,66853,EUR,Mid,Part Time,Austria,S,United Kingdom,100,"Kubernetes, Deep Learning, Java, Tableau, Python",Bachelor,3,Healthcare,7/10/20,6.8,Quantum Minds,Fully Remote
XYZ19246,Data Engineer,110528,USD,Executive,Contract,Australia,M,Sweden,0,"Linux, Tableau, Computer Vision, Data Visualization, Kubernetes",Associate,0,Telecommunications,11/5/20,9.8,Visionary AI,On-site
XYZ19247,AI Product Manager,96319,USD,Entry_Level,Full Time,South Korea,M,Finland,0,"Hadoop, Computer Vision, Spark, Linux, Scala",Associate,2,Manufacturing,8/9/20,9.8,Visionary AI,On-site
XYZ19248,Research Scientist,86246,GBP,Executive,Contract,Norway,L,India,100,"Python, MLOps, Scala, Data Visualization, Hadoop",Associate,3,Consulting,2/7/20,7.6,NeuralNet Inc,Fully Remote
XYZ19249,Machine Learning Researcher,150302,EUR,Executive,Freelancer,Sweden,L,Switzerland,100,"Docker, Python, Statistics, SQL, R",Bachelor,7,Gaming,6/9/20,7.7,NextGen Analytics,Fully Remote
XYZ19250,Machine Learning Engineer,87936,EUR,Entry_Level,Contract,Norway,S,Ireland,50,"Tableau, Mathematics, Data Visualization, AWS, Statistics",Master,9,Manufacturing,3/9/20,8.0,AlphaByte AI,Hybrid
XYZ19251,AI Software Engineer,147337,EUR,Senior,Contract,Denmark,M,India,100,"Java, Spark, Statistics, Azure, Tableau",Associate,6,Energy,8/22/20,5.6,Quantum Minds,Fully Remote
XYZ19252,AI Consultant,119715,USD,Senior,Contract,Denmark,M,United Kingdom,100,"Deep Learning, AWS, Kubernetes, Azure, Computer Vision",PhD,9,Real Estate,3/1/20,7.1,Quantum Minds,Fully Remote
XYZ19253,AI Specialist,159807,GBP,Entry_Level,Contract,Ireland,S,Denmark,50,"AWS, Python, Linux, GCP, Mathematics",Associate,10,Gaming,8/8/20,6.2,Quantum Minds,Hybrid
XYZ19254,AI Architect,130497,USD,Mid,Full Time,Ireland,S,Ireland,100,"Mathematics, Azure, GCP, Spark, Python",Master,10,Manufacturing,3/5/20,8.9,Visionary AI,Fully Remote
XYZ19255,Principal Data Scientist,109479,EUR,Mid,Full Time,Sweden,M,Germany,100,"Git, Spark, R, Statistics, TensorFlow",Master,2,Finance,2/27/20,9.9,Quantum Minds,Fully Remote
XYZ19256,Data Analyst,113711,EUR,Senior,Contract,China,L,Germany,50,"Linux, Spark, R, Deep Learning, SQL",Bachelor,12,Consulting,3/12/20,6.5,NextGen Analytics,Hybrid
XYZ19257,Research Scientist,74424,EUR,Mid,Full Time,United States,S,Israel,100,"NLP, TensorFlow, Tableau, Java, SQL",Bachelor,10,Consulting,3/27/20,5.6,NeuralNet Inc,Fully Remote
XYZ19258,AI Consultant,137820,EUR,Mid,Part Time,Finland,M,Germany,100,"Python, TensorFlow, Git, SQL, Docker",Bachelor,9,Telecommunications,2/2/20,5.2,AlphaByte AI,Fully Remote
XYZ19259,Data Engineer,131189,USD,Mid,Part Time,Sweden,M,Switzerland,100,"Kubernetes, Azure, Hadoop, Python, AWS",Bachelor,5,Media,4/10/20,7.6,Quantum Minds,Fully Remote
XYZ19260,Data Scientist,81940,EUR,Executive,Full Time,Ireland,M,Israel,100,"MLOps, Linux, R, Kubernetes, Mathematics",Master,8,Automotive,8/13/20,9.4,NeuralNet Inc,Fully Remote
XYZ19261,Principal Data Scientist,101077,GBP,Senior,Full Time,Austria,M,Ireland,100,"PyTorch, Computer Vision, Docker, SQL, Linux",Associate,2,Education,10/2/20,5.8,Visionary AI,Fully Remote
XYZ19262,Principal Data Scientist,76706,USD,Senior,Full Time,Denmark,M,Austria,100,"Hadoop, TensorFlow, Java, PyTorch, Deep Learning",Bachelor,0,Transportation,3/8/20,9.9,Visionary AI,Fully Remote
XYZ19263,Data Analyst,123994,USD,Mid,Full Time,Ireland,M,Switzerland,100,"TensorFlow, Java, Git, Kubernetes, GCP",Master,11,Finance,2/12/20,6.7,Visionary AI,Fully Remote
XYZ19264,Data Analyst,85413,GBP,Entry_Level,Contract,United States,L,South Korea,50,"R, Computer Vision, Scala, TensorFlow, PyTorch",PhD,10,Media,9/10/20,9.9,NextGen Analytics,Hybrid
XYZ19265,Data Engineer,98451,USD,Entry_Level,Full Time,Switzerland,M,Australia,0,"Linux, Azure, Scala, Statistics, Mathematics",Bachelor,5,Education,7/23/20,5.2,NeuralNet Inc,On-site
XYZ19266,Autonomous Systems Engineer,121160,GBP,Senior,Part Time,Denmark,L,France,50,"Hadoop, AWS, Scala, NLP, Kubernetes",PhD,11,Retail,3/2/20,8.2,NextGen Analytics,Hybrid
XYZ19267,NLP Engineer,140470,USD,Senior,Full Time,Singapore,L,South Korea,100,"Linux, Docker, R, NLP, Azure",Master,6,Education,3/9/20,5.9,AlphaByte AI,Fully Remote
XYZ19268,Head of AI,90643,EUR,Mid,Part Time,Norway,S,Australia,50,"Tableau, Scala, Docker, GCP, Azure",Bachelor,10,Finance,5/14/20,8.3,AlphaByte AI,Hybrid
XYZ19269,Machine Learning Researcher,135414,USD,Mid,Full Time,Switzerland,L,Australia,100,"GCP, AWS, Spark, MLOps, Statistics",Master,7,Consulting,4/13/20,8.9,AlphaByte AI,Fully Remote
XYZ19270,Computer Vision Engineer,89466,USD,Entry_Level,Full Time,Finland,S,Austria,100,"Python, Tableau, GCP, R, Hadoop",Bachelor,11,Consulting,10/28/20,8.1,NeuralNet Inc,Fully Remote
XYZ19271,AI Product Manager,135373,USD,Executive,Freelancer,Finland,M,Sweden,50,"NLP, AWS, Java, R, Docker",Master,13,Real Estate,7/8/20,7.9,NextGen Analytics,Hybrid
XYZ19272,Robotics Engineer,122046,EUR,Executive,Full Time,Ireland,M,United Kingdom,100,"Linux, Scala, SQL, Mathematics, Hadoop",Associate,4,Technology,4/5/20,7.4,Visionary AI,Fully Remote
XYZ19273,Head of AI,105231,USD,Mid,Contract,Japan,L,Singapore,100,"Kubernetes, Statistics, Hadoop, Data Visualization, PyTorch",Associate,15,Gaming,4/7/20,7.3,NextGen Analytics,Fully Remote
XYZ19274,NLP Engineer,135740,EUR,Entry_Level,Contract,United Kingdom,S,Japan,50,"Python, Kubernetes, Azure, Git, NLP",Master,13,Transportation,2/26/20,9.8,Visionary AI,Hybrid
XYZ19275,AI Architect,103330,EUR,Mid,Part Time,South Korea,S,Germany,100,"Docker, Git, NLP, Azure, Statistics",Associate,4,Media,5/17/20,7.7,AlphaByte AI,Fully Remote
XYZ19276,Deep Learning Engineer,117131,GBP,Entry_Level,Contract,South Korea,S,United States,100,"Deep Learning, NLP, R, Scala, Kubernetes",Master,15,Finance,4/3/20,9.2,AlphaByte AI,Fully Remote
XYZ19277,ML Ops Engineer,143484,GBP,Executive,Part Time,Switzerland,M,Switzerland,100,"TensorFlow, Scala, Statistics, AWS, Java",Associate,11,Media,7/14/20,5.7,NextGen Analytics,Fully Remote
XYZ19278,Research Scientist,122412,GBP,Executive,Full Time,Sweden,L,Israel,100,"SQL, Docker, GCP, Linux, R",Bachelor,10,Finance,12/1/20,5.2,Quantum Minds,Fully Remote
XYZ19279,AI Software Engineer,127111,GBP,Mid,Contract,United States,M,Switzerland,50,"Statistics, Mathematics, Spark, Tableau, Linux",Master,6,Media,8/28/20,8.5,AlphaByte AI,Hybrid
XYZ19280,Deep Learning Engineer,140510,USD,Entry_Level,Contract,France,L,Denmark,0,"SQL, TensorFlow, Python, Computer Vision, Statistics",PhD,4,Consulting,6/17/20,6.0,Quantum Minds,On-site
XYZ19281,AI Research Scientist,71651,EUR,Entry_Level,Part Time,Sweden,L,France,50,"SQL, NLP, Data Visualization, Deep Learning, Linux",Associate,3,Retail,1/13/20,8.0,AlphaByte AI,Hybrid
XYZ19282,Data Analyst,123446,EUR,Mid,Full Time,Netherlands,L,Austria,0,"Scala, PyTorch, Java, MLOps, Hadoop",Associate,12,Consulting,8/2/20,9.8,AlphaByte AI,On-site
XYZ19283,Machine Learning Engineer,157958,EUR,Executive,Part Time,Israel,S,United States,50,"Data Visualization, Git, Deep Learning, Spark, Tableau",PhD,0,Consulting,1/18/20,5.5,Visionary AI,Hybrid
XYZ19284,Machine Learning Researcher,72426,EUR,Entry_Level,Full Time,United States,S,Finland,100,"Linux, Data Visualization, Scala, PyTorch, Deep Learning",Associate,3,Transportation,1/18/20,6.3,Visionary AI,Fully Remote
XYZ19285,Data Analyst,127305,EUR,Executive,Part Time,South Korea,S,Sweden,50,"MLOps, Computer Vision, R, Statistics, Tableau",Bachelor,5,Transportation,8/22/20,8.3,Quantum Minds,Hybrid
XYZ19286,Research Scientist,80154,USD,Senior,Part Time,Ireland,S,United Kingdom,0,"Azure, PyTorch, Mathematics, GCP, Tableau",Master,5,Real Estate,6/18/20,6.2,NeuralNet Inc,On-site
XYZ19287,AI Research Scientist,135997,GBP,Mid,Freelancer,Japan,S,Singapore,100,"Docker, Spark, Python, Scala, Statistics",PhD,11,Gaming,7/10/20,5.2,Visionary AI,Fully Remote
XYZ19288,Machine Learning Researcher,138498,GBP,Mid,Full Time,Sweden,M,Japan,100,"SQL, Git, Mathematics, MLOps, Hadoop",Master,7,Government,3/8/20,5.5,Quantum Minds,Fully Remote
XYZ19289,Head of AI,84043,GBP,Entry_Level,Part Time,Austria,M,India,100,"Git, TensorFlow, PyTorch, Spark, Statistics",PhD,5,Manufacturing,10/16/20,7.7,NextGen Analytics,Fully Remote
XYZ19290,NLP Engineer,131676,EUR,Senior,Part Time,Switzerland,L,Austria,100,"Python, Java, Deep Learning, Mathematics, GCP",Bachelor,8,Energy,12/12/20,5.1,AlphaByte AI,Fully Remote
XYZ19291,Computer Vision Engineer,147929,EUR,Executive,Contract,France,S,Australia,0,"Docker, Hadoop, Data Visualization, Mathematics, Git",Associate,7,Healthcare,5/28/20,7.9,NextGen Analytics,On-site
XYZ19292,AI Research Scientist,107580,EUR,Entry_Level,Freelancer,China,S,Denmark,0,"Azure, Computer Vision, Git, Deep Learning, NLP",Associate,8,Finance,4/23/20,6.3,AlphaByte AI,On-site
XYZ19293,NLP Engineer,132693,USD,Entry_Level,Contract,Austria,L,Finland,100,"Hadoop, TensorFlow, Scala, Linux, Deep Learning",PhD,2,Real Estate,11/2/20,6.8,Quantum Minds,Fully Remote
XYZ19294,AI Specialist,139649,GBP,Mid,Freelancer,Austria,M,Canada,50,"TensorFlow, Docker, Linux, Deep Learning, Kubernetes",Associate,0,Finance,10/8/20,7.4,NextGen Analytics,Hybrid
XYZ19295,ML Ops Engineer,116104,USD,Senior,Freelancer,Australia,S,Switzerland,100,"Deep Learning, Statistics, Mathematics, Azure, Spark",PhD,5,Healthcare,3/21/20,9.3,Visionary AI,Fully Remote
XYZ19296,Data Scientist,114712,USD,Mid,Part Time,Australia,S,Switzerland,100,"NLP, Docker, Data Visualization, MLOps, Deep Learning",Master,10,Healthcare,6/8/20,9.8,NeuralNet Inc,Fully Remote
XYZ19297,Data Scientist,122334,EUR,Entry_Level,Full Time,Switzerland,L,China,100,"Docker, Git, MLOps, R, Deep Learning",PhD,0,Education,8/24/20,9.4,Visionary AI,Fully Remote
XYZ19298,ML Ops Engineer,102918,USD,Executive,Contract,Denmark,L,France,50,"Java, Kubernetes, PyTorch, Azure, Tableau",Master,2,Technology,7/1/20,8.4,AlphaByte AI,Hybrid
XYZ19299,AI Architect,75851,USD,Mid,Full Time,United States,M,Norway,0,"PyTorch, Kubernetes, Spark, Tableau, Scala",Master,7,Consulting,9/15/20,6.0,AlphaByte AI,On-site
XYZ19300,ML Ops Engineer,76046,EUR,Mid,Part Time,Canada,S,France,100,"Java, Deep Learning, Mathematics, NLP, PyTorch",Bachelor,3,Education,10/23/20,9.3,Quantum Minds,Fully Remote
XYZ19301,AI Research Scientist,132454,USD,Entry_Level,Freelancer,Canada,S,Norway,50,"Spark, MLOps, Tableau, Linux, AWS",Master,14,Real Estate,5/6/20,8.6,NextGen Analytics,Hybrid
XYZ19302,Principal Data Scientist,124397,GBP,Entry_Level,Part Time,Finland,L,India,100,"Linux, Deep Learning, MLOps, Hadoop, Git",Bachelor,6,Media,2/28/20,8.5,Quantum Minds,Fully Remote
XYZ19303,Robotics Engineer,102574,USD,Mid,Contract,Ireland,S,Denmark,100,"Statistics, Mathematics, SQL, Scala, TensorFlow",Master,10,Media,9/14/20,8.7,Visionary AI,Fully Remote
XYZ19304,AI Architect,111364,GBP,Executive,Freelancer,Netherlands,S,Canada,100,"GCP, AWS, Scala, Kubernetes, Statistics",Master,15,Healthcare,3/18/20,6.2,Quantum Minds,Fully Remote
XYZ19305,Machine Learning Researcher,67994,USD,Mid,Full Time,United States,S,Sweden,50,"Azure, Tableau, Java, TensorFlow, Git",Master,12,Finance,6/4/20,5.1,Quantum Minds,Hybrid
XYZ19306,Robotics Engineer,107761,EUR,Mid,Full Time,Netherlands,L,China,0,"Java, Linux, AWS, Azure, NLP",Associate,11,Energy,9/28/20,9.0,NeuralNet Inc,On-site
XYZ19307,Data Analyst,102156,EUR,Executive,Part Time,Canada,L,United Kingdom,0,"Linux, Python, Computer Vision, TensorFlow, AWS",Bachelor,13,Technology,10/16/20,7.3,Visionary AI,On-site
XYZ19308,Computer Vision Engineer,69750,GBP,Executive,Contract,Singapore,L,Austria,0,"Computer Vision, MLOps, Deep Learning, Azure, AWS",Master,1,Media,10/12/20,6.4,NextGen Analytics,On-site
XYZ19309,AI Architect,68509,USD,Entry_Level,Freelancer,Norway,S,Norway,100,"Kubernetes, Java, Computer Vision, TensorFlow, Mathematics",Bachelor,6,Education,4/25/20,5.7,NeuralNet Inc,Fully Remote
XYZ19310,AI Product Manager,109004,GBP,Entry_Level,Full Time,Singapore,L,Germany,50,"SQL, Hadoop, Python, Docker, Scala",Master,13,Healthcare,4/21/20,6.9,AlphaByte AI,Hybrid
XYZ19311,AI Research Scientist,111344,USD,Mid,Part Time,Ireland,S,France,100,"Linux, Tableau, MLOps, Hadoop, Git",Master,1,Technology,5/8/20,7.6,NextGen Analytics,Fully Remote
XYZ19312,AI Specialist,107102,EUR,Executive,Contract,Singapore,L,Norway,50,"Scala, MLOps, Docker, SQL, Azure",Master,2,Transportation,4/8/20,8.4,Quantum Minds,Hybrid
XYZ19313,NLP Engineer,112898,USD,Executive,Contract,India,S,Ireland,100,"R, Statistics, Data Visualization, GCP, Linux",Bachelor,12,Retail,11/12/20,8.7,AlphaByte AI,Fully Remote
XYZ19314,AI Research Scientist,164537,GBP,Senior,Full Time,France,L,United Kingdom,0,"SQL, PyTorch, Hadoop, GCP, MLOps",Associate,1,Education,12/10/20,8.4,NextGen Analytics,On-site
XYZ19315,AI Architect,75348,GBP,Mid,Freelancer,Finland,M,Canada,100,"Mathematics, Java, Computer Vision, R, Deep Learning",Bachelor,5,Transportation,4/24/20,9.6,Visionary AI,Fully Remote
XYZ19316,Machine Learning Engineer,94386,GBP,Entry_Level,Part Time,Sweden,M,Japan,0,"Data Visualization, GCP, MLOps, PyTorch, Kubernetes",Bachelor,13,Consulting,4/25/20,9.7,NeuralNet Inc,On-site
